kota_administrasi;kecamatan;kelurahan;rw;tahun;bulan;lama_genangan;tanggal_kejadian;jumlah_tempat_pengungsian;jumlah_luka_ringan;jumlah_luka_berat;ketinggian_air;jumlah_meninggal
Jakarta Utara;CILINCING;MARUNDA;RW 01, 02, 07;2020;6;0;tgl. 03, 04, 05 JUNI;0;0;0;10 s/d 40 cm;0
Jakarta Utara;PADEMANGAN;ANCOL;RW 08;2020;6;0;tgl. 04, 05 JUNI;0;2000;0;30 s/d 50 cm;0
Jakarta Barat;CENGKARENG;KAPUK;RW 05, 07, 08, 010, 012, 016;2020;6;0;tgl. 03, 04, 05 JUNI;0;0;0;5 s/d 30 cm;0
Jakarta Barat;KALIDERES;TEGAL ALUR;RW 01, 09;2020;6;0;tgl. 03, 05 JUNI;0;0;0;10 s/d 50 cm;0
Jakarta Barat;GROGOL PETAMBURAN;JELAMBAR BARU;RW 06;2020;6;0;tgl. 04 JUNI;0;0;0;5 s/d 10 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA UTARA;RW 02;2020;6;0;tgl. 04 JUNI;0;0;0;40 cm;0
Kepulauan Seribu;KEPULAUAN SERIBU SELATAN;PULAU PARI;RW 01, 02, 03, 04;2020;6;0;tgl. 03, 04, 05 JUNI;0;0;0;10 s/d 50 cm;0
Kepulauan Seribu;KEPULAUAN SERIBU SELATAN;PULAU UNTUNG JAWA;RW 01, 02, 03;2020;6;0;tgl. 03, 04 JUNI;0;0;0;10 s/d 45 cm;0
Kepulauan Seribu;KEPULAUAN SERIBU SELATAN;PULAU TIDUNG;RW 02, 03;2020;6;0;tgl. 04 JUNI;0;0;0;30 s/d 50 cm;0
Kepulauan Seribu;KEPULAUAN SERIBU UTARA;PULAU PANGGANG;RW 01, 02, 03, 04, 05;2020;6;0;tgl. 03, 04, 05, 06 JUNI;0;0;0;10 s/d 40 cm;0
Kepulauan Seribu;KEPULAUAN SERIBU UTARA;PULAU KELAPA;RW 01, 02, 03, 05;2020;6;0;tgl. 03, 06 JUNI;0;0;0;10 s/d 45 cm;0
Kepulauan Seribu;KEPULAUAN SERIBU UTARA;PULAU HARAPAN ;RW 01, 02, 03;2020;6;0;tgl. 03, 04, 05, 06 JUNI;0;0;0;5 s/d 20 cm;0
Jakarta Barat;KEMBANGAN;SRENGSENG;RW 01, 05, 08;2020;7;0;tgl. 14, Juli;0;0;0;30 s/d 50 cm;0
Jakarta Urata;CILINCING;MARUNDA;RW 07;2020;8;0;25 Agustus;0;0;0;10 s/d 30 cm;0
Jakarta Barat;KALIDERES;TEGAL ALUR;RW 12;2020;8;0;13 Agustus;0;0;0;15 cm;0
Jakarta Barat;CENGKARENG;KAPUK;RW 02, 03, 05, 10, 12, 15, 16;2020;8;0;13 Agustus;0;0;0;15 s/d 20 cm;0
Jakarta Barat;PALMERAH;KOTA BAMBU UTARA;RW 06, 07;2020;8;0;18 Agustus;0;0;0;10 s/d 30 cm;0
Jakarta Selatan;TEBET;KEBON BARU;RW 06;2020;8;0;13 Agustus;0;0;0;20 s/d 30 cm;0
Jakarta Selatan;TEBET;BUKIT DURI;RW 04;2020;8;0;13 Agustus;0;0;0;30 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW 01;2020;8;0;13 Agustus;0;0;0;20 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;BANGKA;RW 03, 04;2020;8;0;13 Agustus;0;0;0;20 s/d 80 cm;0
Jakarta Selatan;PASAR MINGGU;CILANDAK TIMUR;RW 03;2020;8;0;13 Agustus;0;0;0;20 s/d 60 cm;0
Jakarta Pusat;SENEN;PASEBAN;RW 07;2020;8;0;13 Agustus;0;0;0;20 cm;0
Jakarta Pusat;TANAH ABANG;PETAMBURAN;RW 03;2020;8;0;18 Agustus;0;0;0;10 s/d 15 cm;0
Jakarta Utara;PENJARINGAN;PLUIT;RW 01, 02;2020;9;0;tgl. 22 September;0;0;0;20 s.d. 50 cm;0
Jakarta Barat;KALIDERES;KALIDERES;RW 07;2020;9;0;tgl. 15 September;0;0;0;10 cm;0
Jakarta Barat;CENGKARENG;KAPUK;RW 02, 03, 05, 06, 010, 012, 015, 016;2020;9;0;tgl. 15, 22, 23 September;0;0;0;5 s.d. 25 cm;0
Jakarta Barat;CENGKARENG;RAWA BUAYA;RW 01, 02, 04;2020;9;0;tgl. 21, 22, 23 September;0;0;0;20 s.d. 30 cm;0
Jakarta Barat;CENGKARENG;CENGKARENG BARAT;RW 06, 07, 09, 010, 014;2020;9;0;tgl. 22 September;0;0;0;15 s.d. 30 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;RW 05;2020;9;0;tgl. 16 September;0;0;0;35 cm;0
Jakarta Barat;KEBON JERUK;SUKABUMI UTARA;RW 01, 02, 03, 05, 07, 08, 011;2020;9;0;tgl. 21, 22 September;0;0;0;30 s.d. 80 cm;0
Jakarta Barat;KEBON JERUK;DURI KEPA;RW 04, 05, 09, 014;2020;9;0;tgl. 21, 22 September;0;0;0;15 s.d. 20 cm;0
Jakarta Barat;KEBON JERUK;SUKABUMI SELATAN;RW 01, 02;2020;9;0;tgl. 22 September;0;0;0;120 s.d. 130 cm;0
Jakarta Barat;PALMERAH;PALMERAH;RW 03;2020;9;0;tgl. 21, 22 September;0;0;0;30 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN UTARA;RW 04;2020;9;0;tgl. 21, 22 September;0;150;0;60 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN SELATAN;RW 01;2020;9;0;tgl. 21, 22 September;0;0;0;45 cm;0
Jakarta Barat;GROGOL PETAMBURAN;TANJUNG DUREN UTARA;RW 04;2020;9;0;tgl. 21, 22 September;0;0;0;20 cm;0
Jakarta Barat;GROGOL PETAMBURAN;JELAMBAR;RW 04;2020;9;0;tgl. 22 September;0;0;0;25 cm;0
Jakarta Barat;TAMBORA;KRENDANG;RW 02;2020;9;0;tgl. 22 September;0;0;0;30 cm;0
Jakarta Selatan;PASAR MINGGU;CILANDAK TIMUR;RW 03;2020;9;0;tgl. 15 September;0;0;0;100 cm;0
Jakarta Selatan;PASAR MINGGU;PEJATEN TIMUR;RW 05, 07, 08;2020;9;0;tgl. 22 September;0;0;0;30 cm;0
Jakarta Selatan;CILANDAK;PONDOK LABU;RW 01;2020;9;0;tgl. 15, 16 September;0;0;0;10 s.d. 20 cm;0
Jakarta Selatan;KEBAYORAN BARU;PETOGOGAN;RW 03;2020;9;0;tgl. 15 September;0;0;0;25 s.d. 50 cm;0
Jakarta Selatan;PANCORAN;PENGADEGAN;RW 01;2020;9;0;tgl. 22 September;0;230;0;40 cm;0
Jakarta Selatan;PANCORAN;RAWAJATI;RW 03, 07;2020;9;0;tgl. 22 September;0;660;0;20 s.d. 40 cm;0
Jakarta Selatan;TEBET;KEBON BARU;RW 010;2020;9;0;tgl. 22 September;0;0;0;30 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;RW 01, 02, 03, 05, 08;2020;9;0;tgl. 22 September;0;0;0;10 s.d. 100 cm;0
Jakarta Timur;KRAMAT JATI;CILILITAN;RW 06, 07;2020;9;0;tgl. 22 September;0;0;0;10 s.d. 50 cm;0
Jakarta Timur;KRAMAT JATI;BALEKAMBANG;RW 02, 05;2020;9;0;tgl. 22 September;0;0;0;10 s.d. 30 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;RW 07, 011;2020;9;0;tgl. 22, 28 September;0;0;0;10 s.d. 70 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;RW 04, 05, 07, 08;2020;9;0;tgl. 22 September;0;0;0;10 s.d. 75 cm;0
Jakarta Pusat;JOHAR BARU;JOHAR BARU;RW 06;2020;10;0;16 Oktober;0;0;0;20 cm;0
Jakarta Utara;TANJUNG PRIOK;KEBON BAWANG;RW 13;2020;10;0;16 Oktober;0;0;0;30 cm;0
Jakarta Utara;TANJUNG PRIOK;KEBON BAWANG;0;2020;10;0;16 Oktober;0;0;0;30 cm;0
Jakarta Utara;CILINCING;ROROTAN;RW 10;2020;10;0;20 Oktober;0;0;0;15 cm;0
Jakarta Utara;KOJA;RAWA BADAK SELATAN;RW 04;2020;10;0;26 Oktober;0;0;0;10 s/d 60 cm;0
Jakarta Utara;KOJA;RAWA BADAK SELATAN;RW 08;2020;10;0;26 Oktober;0;0;0;10 s/d 80 cm;0
Jakarta Utara;KOJA;RAWA BADAK SELATAN;RW 09;2020;10;0;26 Oktober;0;0;0;10 s/d 80 cm;0
Jakarta Utara;KOJA;RAWA BADAK SELATAN;RW 10;2020;10;0;26 Oktober;0;0;0;10 s/d 80 cm;0
Jakarta Utara;KOJA;RAWA BADAK SELATAN;RW 11;2020;10;0;26 Oktober;0;0;0;10 s/d 80 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;RW 03;2020;10;0;16 Oktober;0;0;0;20 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;0;2020;10;0;16 Oktober;0;0;0;20 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;0;2020;10;0;11 Oktober;0;0;0;15 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;RW 04;2020;10;0;16 Oktober;0;0;0;25 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;RW 05;2020;10;0;05,09,11 Oktober;10;0;0;10 s/d 30 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;0;2020;10;0;05,11 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;0;2020;10;0;11 Oktober;0;0;0;60 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;0;2020;10;0;05,09,11,25 Oktober;0;0;0;10 s/d 100 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;0;2020;10;0;05,09,11,16,25 Oktober;0;0;0;10 s/d 60 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;0;2020;10;0;11 Oktober;0;0;0;60 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;0;2020;10;0;11 Oktober;0;0;0;100 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;0;2020;10;0;11 Oktober;0;0;0;70 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;RW 10;2020;10;0;11 Oktober;0;0;0;10 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA SELATAN;RW 11;2020;10;0;11 Oktober;0;0;0;50 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA UTARA;RW  02;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 60 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA UTARA;0;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 60 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA UTARA;0;2020;10;0;09,10,11 Oktober;0;0;0;10 s/d 60 cm;0
Jakarta Barat;KEBON JERUK;KEDOYA UTARA;0;2020;10;0;09,10,11 Oktober;0;0;0;10 s/d 60 cm;0
Jakarta Barat;KEBON JERUK;SUKABUMI SELATAN;RW 08;2020;10;0;10,11,16 Oktober;0;0;0;30 cm;0
Jakarta Barat;KEBON JERUK;SUKABUMI UTARA;RW 02;2020;10;0;16 Oktober;0;0;0;20 cm;0
Jakarta Barat;KEBON JERUK;SUKABUMI UTARA;RW 05;2020;10;0;16 Oktober;0;0;0;50 cm;0
Jakarta Barat;KEBON JERUK;SUKABUMI UTARA;0;2020;10;0;16,18 Oktober;0;0;0;40 s/d 100 cm;0
Jakarta Barat;KEBON JERUK;KEBON JERUK;RW 04;2020;10;0;16 Oktober;0;0;0;30 cm;0
Jakarta Barat;KEBON JERUK;KEBON JERUK;RW 06;2020;10;0;16 Oktober;0;0;0;30 cm;0
Jakarta Barat;KEBON JERUK;KEBON JERUK;RW 10;2020;10;0;16 Oktober;0;0;0;50 cm;0
Jakarta Barat;KEBON JERUK;DURI KEPA;RW 02;2020;10;0;16 Oktober;0;0;0;40 cm;0
Jakarta Barat;KEBON JERUK;DURI KEPA;RW 13;2020;10;0;16 Oktober;0;0;0;30 cm;0
Jakarta Barat;KEBON JERUK;DURI KEPA;0;2020;10;0;16 Oktober;0;0;0;30 cm;0
Jakarta Barat;KEBON JERUK;DURI KEPA;0;2020;10;0;16 Oktober;0;0;0;30 cm;0
Jakarta Barat;KEBON JERUK;DURI KEPA;RW 08;2020;10;0;16 Oktober;0;0;0;80 s/d 100 cm;0
Jakarta Barat;PALMERAH;PALMERAH;RW 02;2020;10;0;16 Oktober;0;0;0;20 cm;0
Jakarta Barat;PALMERAH;PALMERAH;RW 15;2020;10;0;16 Oktober;0;0;0;40 cm;0
Jakarta Barat;GROGOL PETAMBURAN;JELAMBAR;RW 04;2020;10;0;16 Oktober;0;0;0;10 s/d 15 cm;0
Jakarta Barat;GROGOL PETAMBURAN;TANJUNG DUREN UTARA;RW 02;2020;10;0;16 Oktober;0;0;0;10 cm;0
Jakarta Barat;GROGOL PETAMBURAN;TANJUNG DUREN UTARA;RW 04;2020;10;0;16 Oktober;0;0;0;20 s/d 30 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN UTARA;RW 04;2020;10;0;09 Oktober;0;0;0;10 s/d 30 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN SELATAN;RW 01;2020;10;0;11 Oktober;0;0;0;50 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN SELATAN;RW 06;2020;10;0;11 Oktober;0;0;0;15 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN SELATAN;0;2020;10;0;25 Oktober;0;0;0;15 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN SELATAN;RW 08;2020;10;0;11 Oktober;0;0;0;50 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN SELATAN;RW 09;2020;10;0;11 Oktober;0;0;0;90 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN SELATAN;0;2020;10;0;11 Oktober;0;0;0;90 cm;0
Jakarta Barat;KEMBANGAN;KEMBANGAN SELATAN;0;2020;10;0;11 Oktober;0;0;0;90 cm;0
Jakarta Barat;KEMBANGAN;SRENGSENG;RW 02;2020;10;0;16 Oktober;0;0;0;50 cm;0
Jakarta Barat;KEMBANGAN;SRENGSENG;RW 03;2020;10;0;16 Oktober;0;0;0;20 cm;0
Jakarta Barat;KEMBANGAN;SRENGSENG;RW 05;2020;10;0;16 Oktober;0;0;0;40 cm;0
Jakarta Barat;KEMBANGAN;SRENGSENG;RW 06;2020;10;0;16 Oktober;0;0;0;50 cm;0
Jakarta Barat;KEMBANGAN;SRENGSENG;RW 07;2020;10;0;11 Oktober;0;0;0;20 cm;0
Jakarta Barat;CENGKARENG;KEDAUNG KALI ANGKE;RW 08;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 50 cm;0
Jakarta Barat;CENGKARENG;KEDAUNG KALI ANGKE;0;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 50 cm;0
Jakarta Barat;CENGKARENG;KEDAUNG KALI ANGKE;0;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 50 cm;0
Jakarta Barat;CENGKARENG;DURI KOSAMBI;RW 04;2020;10;0;10,11 Oktober;0;0;0;30 cm;0
Jakarta Barat;CENGKARENG;DURI KOSAMBI;0;2020;10;0;10,11 Oktober;0;0;0;30 cm;0
Jakarta Barat;CENGKARENG;DURI KOSAMBI;0;2020;10;0;10,11 Oktober;0;0;0;25 cm;0
Jakarta Barat;CENGKARENG;DURI KOSAMBI;RW 06;2020;10;0;10,11 Oktober;0;0;0;15 cm;0
Jakarta Barat;CENGKARENG;DURI KOSAMBI;0;2020;10;0;10,11 Oktober;0;0;0;25 cm;0
Jakarta Barat;CENGKARENG;RAWA BUAYA;RW 01;2020;10;0;10,11 Oktober;0;0;0;20 cm;0
Jakarta Barat;CENGKARENG;RAWA BUAYA;0;2020;10;0;10,11 Oktober;0;0;0;20 cm;0
Jakarta Barat;CENGKARENG;RAWA BUAYA;0;2020;10;0;10,11 Oktober;0;0;0;20 cm;0
Jakarta Barat;CENGKARENG;RAWA BUAYA;RW 02;2020;10;0;10,11 Oktober;0;0;0;25 cm;0
Jakarta Barat;CENGKARENG;RAWA BUAYA;RW 11;2020;10;0;10,11 Oktober;0;0;0;20 cm;0
Jakarta Barat;CENGKARENG;RAWA BUAYA;0;2020;10;0;10,11 Oktober;0;0;0;10 cm;0
Jakarta Barat;CENGKARENG;RAWA BUAYA;RW 12;2020;10;0;10,11 Oktober;0;0;0;15 cm;0
Jakarta Barat;KALIDERES;PEGADUNGAN;RW 03;2020;10;0;10,11 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Barat;KALIDERES;PEGADUNGAN;0;2020;10;0;10,11 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Barat;KALIDERES;PEGADUNGAN;RW 05;2020;10;0;10,11 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Barat;KALIDERES;PEGADUNGAN;0;2020;10;0;10,11 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Barat;KALIDERES;PEGADUNGAN;RW 04;2020;10;0;10,11 Oktober;0;0;0;5 cm s/d 10 cm;0
Jakarta Barat;KALIDERES;PEGADUNGAN;0;2020;10;0;10,11 Oktober;0;0;0;5 cm s/d 10 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;BANGKA;RW 02;2020;10;0;04,05,10,11,27 Oktober;0;0;0;10 cm s/d 100 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;BANGKA;0;2020;10;0;16 Oktober;0;0;0;20 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;BANGKA;RW 03;2020;10;0;27 Oktober;0;0;0;50 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;BANGKA;0;2020;10;0;04,05 Oktober;0;0;0;25 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;BANGKA;RW 04;2020;10;0;04,05 Oktober;0;0;0;50 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;BANGKA;0;2020;10;0;02,16,27 Oktober;0;0;0;10 s/d 35 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;TEGAL PARANG;RW 07;2020;10;0;04,05 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;TEGAL PARANG;0;2020;10;0;04,05 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;PELA MAMPANG;RW 05;2020;10;0;05 Oktober;0;0;0;50 cm s/d 100 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;PELA MAMPANG;RW 07;2020;10;0;05 Oktober;0;0;0;30 cm s/d 60 cm;0
Jakarta Selatan;MAMPANG PRAPATAN;PELA MAMPANG;RW 11;2020;10;0;05 Oktober;0;0;0;30 cm s/d 80 cm;0
Jakarta Selatan;PANCORAN;KALIBATA;RW 09;2020;10;0;02 Oktober;0;0;0;30 cm;0
Jakarta Selatan;PANCORAN;RAWAJATI;RW 03;2020;10;0;25 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;PANCORAN;RAWAJATI;0;2020;10;0;25 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;PANCORAN;RAWAJATI;RW 07;2020;10;0;25 Oktober;0;0;0;10 cm s/d 40 cm;0
Jakarta Selatan;PANCORAN;RAWAJATI;0;2020;10;0;25 Oktober;0;0;0;10 cm s/d 40 cm;0
Jakarta Selatan;PANCORAN;RAWAJATI;0;2020;10;0;25 Oktober;0;0;0;10 cm s/d 40 cm;0
Jakarta Selatan;PANCORAN;PENGADEGAN;RW 01;2020;10;0;25 Oktober;0;0;0;10 cm s/d 120 cm;0
Jakarta Selatan;PASAR MINGGU;PEJATEN BARAT;RW 08;2020;10;0;02 Oktober;0;0;0;20 cm;0
Jakarta Selatan;PASAR MINGGU;RAGUNAN;RW 09;2020;10;0;02 Oktober;0;0;0;20 cm;0
Jakarta Selatan;PASAR MINGGU;CILANDAK TIMUR;RW 01;2020;10;0;04,05,10,11 Oktober;20;0;0;10 cm s/d 100 cm;0
Jakarta Selatan;PASAR MINGGU;CILANDAK TIMUR;RW 03;2020;10;0;04,05,10,11 Oktober;0;0;0;20 cm s/d 180 cm;0
Jakarta Selatan;PASAR MINGGU;CILANDAK TIMUR;0;2020;10;0;04,05,10,11 Oktober;0;0;0;20 cm s/d 180 cm;0
Jakarta Selatan;PASAR MINGGU;PEJATEN TIMUR;RW 05;2020;10;0;05 Oktober;10;0;0;10 cm s/d 130 cm;0
Jakarta Selatan;PASAR MINGGU;PEJATEN TIMUR;RW 06;2020;10;0;05,25 Oktober;0;0;0;10 cm s/d 130 cm;0
Jakarta Selatan;PASAR MINGGU;PEJATEN TIMUR;0;2020;10;0;05,25 Oktober;0;0;0;10 cm s/d 130 cm;0
Jakarta Selatan;PASAR MINGGU;PEJATEN TIMUR;RW 07;2020;10;0;25 Oktober;0;0;0;10 cm s/d 100 cm;0
Jakarta Selatan;PASAR MINGGU;PEJATEN TIMUR;RW 08;2020;10;0;25 Oktober;0;0;0;10 cm s/d 85 cm;0
Jakarta Selatan;PASAR MINGGU;PEJATEN TIMUR;0;2020;10;0;05 Oktober;0;0;0;20 cm s/d 150 cm;0
Jakarta Selatan;PASAR MINGGU;PEJATEN TIMUR;0;2020;10;0;05 Oktober;0;0;0;20 cm s/d 150 cm;0
Jakarta Selatan;PASAR MINGGU;KEBAGUSAN;RW  01;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 40 cm;0
Jakarta Selatan;PASAR MINGGU;JATI PADANG;RW 05;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 40 cm;0
Jakarta Selatan;PASAR MINGGU;JATI PADANG;RW 06;2020;10;0;10,11 Oktober;0;0;0;20 cm;0
Jakarta Selatan;PASAR MINGGU;JATI PADANG;0;2020;10;0;10,11,26 Oktober;0;0;0;10 cm s/d 20 cm;0
Jakarta Selatan;PASAR MINGGU;JATI PADANG;0;2020;10;0;10,11 Oktober;0;0;0;10 cm s/d 20 cm;0
Jakarta Selatan;PASAR MINGGU;JATI PADANG;0;2020;10;0;10,11 Oktober;0;0;0;20 cm;0
Jakarta Selatan;JAGAKARSA;CIGANJUR;RW 2;2020;10;0;10,11 Oktober;30;0;0;120 cm;0
Jakarta Selatan;JAGAKARSA;CIGANJUR;0;2020;10;0;10,11 Oktober;0;0;0;120 cm;0
Jakarta Selatan;JAGAKARSA;CIGANJUR;RW 05;2020;10;0;04,05 Oktober;0;0;0;10 cm s/d 40 cm;0
Jakarta Selatan;JAGAKARSA;CIPEDAK;RW 04;2020;10;0;04,05 Oktober;0;0;0;50 cm s/d 70 cm;0
Jakarta Selatan;JAGAKARSA;CIPEDAK;0;2020;10;0;04,05 Oktober;0;0;0;40 cm;0
Jakarta Selatan;JAGAKARSA;CIPEDAK;RW 05;2020;10;0;04,05 Oktober;0;0;0;30 cm;0
Jakarta Selatan;JAGAKARSA;CIPEDAK;0;2020;10;0;04,05 Oktober;0;0;0;40 cm;0
Jakarta Selatan;KEBAYORAN BARU;PETOGOGAN;RW 02;2020;10;0;05,16,27 Oktober;0;0;0;30 cm s/d 60 cm;0
Jakarta Selatan;KEBAYORAN BARU;PETOGOGAN;0;2020;10;0;16 Oktober;0;0;0;30 cm;0
Jakarta Selatan;KEBAYORAN BARU;PETOGOGAN;RW 03;2020;10;0;05 Oktober;0;0;0;50 cm s/d 60 cm;0
Jakarta Selatan;TEBET;KEBON BARU;RW 10;2020;10;0;25 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;TEBET;KEBON BARU;0;2020;10;0;05,25 Oktober;0;0;0;30 cm s/d 50 cm;0
Jakarta Selatan;TEBET;MANGGARAI;RW 01;2020;10;0;05,25 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;TEBET;MANGGARAI;0;2020;10;0;05,25 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;TEBET;MANGGARAI;0;2020;10;0;05,25 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;TEBET;MANGGARAI;0;2020;10;0;05 Oktober;0;0;0;30 cm s/d 50 cm;0
Jakarta Selatan;TEBET;MANGGARAI;RW 10;2020;10;0;25 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW 01;2020;10;0;10,11 Oktober;0;0;0;50 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;0;2020;10;0;04,05,09,10,11 Oktober;0;0;0;30 s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW 03;2020;10;0;25 Oktober;0;0;0;10 s/d 30 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW 04;2020;10;0;09 Oktober;0;0;0;20 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW 05;2020;10;0;10,11,25 Oktober;0;0;0;10 s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;0;2020;10;0;05,09,10,11,25 Oktober;0;0;0;10 s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW : 09;2020;10;0;10,11 Oktober;0;0;0;50 s/d 60 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;0;2020;10;0;10,11 Oktober;0;0;0;50 s/d 60 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;0;2020;10;0;10,11 Oktober;0;0;0;50 s/d 60 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW 10;2020;10;0;10,11 Oktober;0;0;0;30 s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;0;2020;10;0;10,11 Oktober;0;0;0;30 s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;0;2020;10;0;10,11 Oktober;0;0;0;30 s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW 11;2020;10;0;10,11 Oktober;0;0;0;50 s/d 60 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW 12;2020;10;0;05,10,11 Oktober;0;0;0;40 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 70 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;0;2020;10;0;05,10,11 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;PESANGGRAHAN;BINTARO;RW 14;2020;10;0;11 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;RW 01;2020;10;0;11 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;0;2020;10;0;11 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;0;2020;10;0;11 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;0;2020;10;0;11 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;0;2020;10;0;11 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;0;2020;10;0;11 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;0;2020;10;0;11 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;0;2020;10;0;11 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;RW 03;2020;10;0;11 Oktober;0;0;0;20 cm s/d 30 cm;0
